,sentiment,content
950,1,jameshancox lol maybe tooth fairy take em keep kiddy teeth safe
951,1,jesssev dawg thanks much
952,0,drinking really nice coffee got go dentist am morning
953,0,starry surrounded them official niece nephew yet
954,0,dakshinamurti yet sorry
955,0,spanish crap
956,0,im work super bored
957,1,yay almost home go walking today
958,0,early ish night tonight overtime work tomorrow boo working saturday
959,0,lexielovesgreys well sadly live boring city usa nothing here
960,1,happy morning everyone
961,0,renagades great day rain keep may go swimming instead dining
962,0,weekend getting close bad stuck north hopefully able get next weekend real life fun
963,1,day till county raly tak took
964,1,surprising momma bear
965,0,finally feel like nice summer day feeling sick
966,1,elle woo hoo made one favorite see monday s rock
967,1,morning twitties heading college back doc god hungry streching ear today mm payday love you
968,1,work last day get walk around out process happy one step closer really want do
969,0,freeagentapp free trial ran today cannot subscribe abby accidentally canceled card still waiting new one
970,1,done positive affirmation back japanese yay bank holiday monday
971,0,michelleweber never good time recourse small claim get atty involved
972,0,cassiefasho wish still loved
973,1,woo made this follow
974,0,petetaylor miss too
975,0,bank
976,1,tfollowers thanks folow
977,0,want hang play can t fiddle faddle workload
978,0,morning all water heating s packed up can t bath really want bath
979,0,wishing michou show right now god life isnt fair
980,0,tessonfire feel almost empty inside today good feeling
981,0,subray put right scrambled egg breakfast fartingloud
982,1,monday morning lot go out waiting mate add style table im set
983,1,itshazel wow five year congrats
984,0,itï¿½s raining hate rain going shop drink coffee day
985,0,bad grade
986,1,happy theblackqueen even make laundry wonderful
987,1,sister s partyyyy
988,0,scomizzle ur moving leeds wut u there work ur jetsetter i wanna move england
989,1,ginjam adventure say least nicer part norf london stick south today
990,0,pm friday night going bed pathetic
991,1,happy mother s day mom every mom everywhere stroll beach later hopefully
992,1,no really do long exposure tripod looking viewfinder unfocusing great
993,0,seanlights nooooo dont dare lol im gonna cry lt hair
994,1,baybeehdoll u miss lol
995,0,ahhh engulfed shooooes told buy maany damn shoe
996,0,danger sky got singing falling love now only changing week day saturday quite fit
997,1,veeriwhoa oh silence verona wanting go jaja enjoyyitverymuch bring phothos danny dougie
998,1,quot suprised quot mom cake present mother s day dad bought flower gt
999,0,minute boarding hour home window seat
1000,0,hate sick miss cynthiasheree lucyowns larilync
1001,0,nancyleegrahn grade can t daughter grade math soo sad
1002,1,happy finally may indy horror yet still remain held captive indy s spirit
1003,0,way sleep next day way wake up returned amp missed much
1004,0,failed inspection know pas wo oven wo anti tip bracket sold w oven worse tax
1005,1,omarabid hehehe really know that well use blog twitter suggest interesting topic ppl engage
1006,0,ughhhhhhhh feel good
1007,1,markfriend asked mum bout going tommorow laughed face lmao
1008,1,cuppa chilling lovebank holiday monday
1009,1,gnat make queef
1010,0,know neck jacked forced pay parking bc can t turn head parallel park free space
1011,0,imfunsizee jarita going home two hot guy drool
1012,1,got home long day asda joy
1013,0,actually hot today the sun got hat every one got tan except
1014,1,nice hair nowhere go
1015,1,bobbinrob sparkly peen win solves life s problem
1016,1,rocked home maccas signing petition big bang tour au lol
1017,0,tooth bloody killing sure wait next week get fixed
1018,1,sun back again could kind weather last january february like jacket
1019,0,head bruised really bad
1020,0,well movie night spoilt fracked disk happiness gone time sleep
1021,1,saraxmazing ah nfg super amazing jordan pretty legit can t stay longer meet everyone cuz hv hour drive home
1022,0,truck full silver bar imploded itself delayed u hour even get bar trouble photo
1023,1,scenexxqueen haha welcome world fail together
1024,1,good morning twiggas twitch http bbltwt com sciif getcha motivation
1025,1,twlux e thanks following me nice meet
1026,0,gonna miss thick blood next friday
1027,0,wow tomorrow over never see people again kind sad
1028,1,bumblebeex awesome maybe someday find book bestseller list lol
1029,1,kayemeff almost birthday
1030,1,played mythic brawl order get good screenshot instead got perfection
1031,0,feel like going toss cooky
1032,0,shanedawson sadly live scotland though shane lt
1033,0,already c office people melt fighting air con fan help can t find budget
1034,1,omg finished history childrens book need make pretty print im done whoo
1035,1,moco love lamp sydney australia
1036,0,coecobroker still recall helpful way back struggled ar contest question
1037,1,school everyone first class day day
1038,1,hopefully going back work tomorrow tired flu beside love working child fun play with
1039,0,anyone ever heavy feeling sadness heart thats case rite now
1040,1,jkarney amtarot thank much
1041,1,mr trick good next month going awesome
1042,1,yaaaawwwwnnnn thx bank holiday let s see today prepared u
1043,1,dougpreston well gonna mission find music
1044,1,two new favorite prayer quot help me help me help me quot quot thank you thank you thank you quot
1045,1,shout sanjeev thank first follower twitter
1046,0,wanted go basshunter concert tonight wanted to
1047,1,bella im going inlaws tonight hopefully new niece there need kid inlaws me
1048,1,tomorrow warm day reason like sun much xd go swim d that s better xd
1049,1,enjoying quot gear war quot pc game really gooooood
1050,1,need pack cali cali cannot waittt thinking glass wine order celebrate weekend vaca still work morrow tho
1051,0,tired tired tired sleep well last night thought much slept much glad almost weekend
1052,1,oh mint lounge awesome night
1053,0,birdsall sorry that got behind follower still catching up follow folk including
1054,1,andyclemmensen seen game website awesomness go msn
1055,0,thrilled marathon sunday assigned street less
1056,0,getting bored sitting hotel room entire day
1057,0,devon caught ate fly dont know swallowed fly guess die
1058,0,omnomnom came online unread email well backlog yesterday http tinyurl com lxjdjc
1059,1,samanthuh miss too yes usually free pag dinner rarely day basta text text
1060,1,retweet others good tweet least day get involved thing twitter
1061,0,fuckin tired get home till work bjs
1062,1,partying study room
1063,1,geehall lol peek http geehall blogspot com coming along nicely totally understand leaving set quiet too
1064,0,annejsimmons mother bad day
1065,1,dinner family watching wild child car
1066,1,thank proving point
1067,1,dang it seems every time blip song unavailable
1068,0,damn stephane even feel sorry me work
1069,0,booo best friend leavin weekend ever without her
1070,1,harleyplays dezzy baitersss hope tonight fun
1071,1,officialtila yes wanna come hang h town gurl u know whats up haha mrdeniro bangin gotta hang chick
1072,0,im sad im giving first i didnt nothing
1073,1,mundah really glad able watch game
1074,1,really enjoying weekend soooo much hope u
1075,0,eric john sound like terrific service sorry hear mom
1076,1,imjustcreative f kin great day graham
1077,0,finally school day ended friday friday friday wt raining outside
1078,1,jasonbradbury addicted sociable
1079,0,give birth screamer hate screaming child guess hate screaming child besides own now
1080,1,littlelaughalot nice day like today wish garden
1081,0,kat kittykat im bored untill go
1082,0,donald jackson already there s none left back cabbage soup
1083,0,bookfoolery used book expo canada toronto cancelled year beatwittyparty beatwittyparty
1084,0,blockbuster week new zealand quot wolverine quot tomorrow followed quot star trek quot thursday
1085,1,hmm osaka last show today very sad decode ur msg haha cant wait till u get sydney d missed ticket tho o xx
1086,1,coleryanxxx yes lol that s good one remeber bottom always top
1087,1,dyed hair back super black again
1088,0,say still dreaming nikon d errr ate kuya please lang huhuh http plurk com p wxrx
1089,0,forgive good lord time knew wat doing except mighty oracle amp ing care fully support unixodbc
1090,1,watching miss cytheria
1091,0,what s worse fever sore throat cancelling trip see little bro fever sore throat
1092,0,feeling lonely
1093,1,darrynstorm hey hey i m finishing th june
1094,0,memphianmallory traumatic even discus none yall here everyone left weekend
1095,1,llittizzio good mood see smiling
1096,1,zaragreen problem keep comin
1097,1,saturday night live amazing amp make laff lalala always love show timberlake s sketch always funny lt
1098,0,poor phone nekkid without cover
1099,1,cc chapman whuffaoke night acdc gillette stadium
1100,0,craving something salty mouth tired pretzel tho
1101,1,still mother day lunch uncle house nice time
1102,0,much disappointed angel demon movie shame great book
1103,0,gutted vodafone wont repair faulty samsung omnia due non existent water damage grrrrr
1104,1,done haha house md marathon ulet
1105,1,natsnapper thanks little girl love animal oohs aahs cute
1106,1,aruky yes nba song great got old funny nba cheerleader remix song ohrwurm day quot colorblind quot
1107,0,dougiemcfly too hehe hate cold totaly annoying
1108,0,darn it again keep forgetting darn quot d quot dm s
1109,1,clarrisani thank approving application twa forum honey keep good work
1110,0,eat sandwhich since guy meeting sushi brag about
1111,1,love laughter creativity
1112,1,fonejacker haha know work blip apart obvious thanks reblipping song nice day xxx
1113,1,meeshthebeast dee mack talking baby almost grown up
1114,1,way wimbledon sweezle watch star trek imax baby
1115,0,sidrajalil even asking others enjoying sadness missing like me
1116,0,deadlyknitshade ooh soon get meet dung mouse
1117,1,although pickupshanan volterra killing right la
1118,1,one all time favorite episode quote officeus http bit ly armj
1119,0,he
1120,0,assistant watch notebook miss deborah
1121,1,ninaaacooperrr come love you last week need see me hot
1122,1,bumblebeex yeah freedom awesome great little independent
1123,1,myboybarians laughing quot ah ha quot moment get coffee
1124,0,getting ready school reading what s going set montepulciano practically cry cause
1125,0,havnt gotten month ex seems dating spark anymore still love loser left
1126,0,drs
1127,1,kerrianson day good spent day catching sleep relaxing kind lazy day hehe oooo shopping resist
1128,0,photography class summer cancelled going somewhere dont want missing spring game email eric swist
1129,1,happy christmas wait happy m easel day seriously happy mother day lmao
1130,1,choir banquet could ve ever dreamed happy party lauren s
1131,1,bbrownnewcolleg congratulation
1132,1,idea gallore rock opera ftw yes tweet kayleigh writing rock opera info email u coatandkay hotmail com
1133,1,year old barbie doll still rock it that girl h o t ken ain t bad either memory
1134,1,leeyecandy hahaha think pretty far me maybe next time though
1135,1,welcome new follower also
1136,0,alexandergwhite daaammmnnnnn wish there
1137,1,ginchan aww thank honey didja get mommy daddy
1138,0,wish parent put chinese school younger then much easier get job
1139,1,angryfaggot whered end going stayed amp watched snl one funnier show theyve done season
1140,0,wolfchild heheheheh lol always figured send way got dupe felt bad sending stuff
1141,0,sisser moving tomorrow make sad actually guess technically couple hour since already friday
1142,0,im really sleepy want go bed but upstairs mess know im gonna clean nooooo
1143,1,last year right around time black parade dead came out awesome time man
1144,1,miss om quot if paint fingernail green oh happens paint green quot marvelous
1145,0,porn store forgot put dave ipod fail
1146,1,tkpleslie friend call quot mother earth quot ever seems me nurturing second nature some me god baby
1147,0,har vondt ryggen back hurt
1148,0,it s romantic novel cried end i m going bed i m tired
1149,0,got back home shit meeting tmrw staying sea view even dont fresh undergarment tiring hr working day
1150,1,gemma rigby well neck hurt moving massage me massage u lol
1151,0,jjooss think wish could give tear blood make feel better
1152,1,camilleprats happy mother s day
1153,0,ste feel pain hayfever forgot take mine yesterday again
1154,0,tahitianmom truely sad news hear created equal sad know neighbor prejudice people
1155,0,fab broke
1156,0,norasake sadly no come one
1157,1,happy mother s day mother
1158,0,miss tugger misto last night amazing lt close
1159,1,great night tomorrow mother day
1160,1,dannywood ran mile went gym amp woke ur great kid dependable danny hope great already
1161,1,purdyboy thank you playing moment ago actually different even chill version spooky haha
1162,1,finally learned think speaks work wonder
1163,0,binncheol afraid so tour people refusing believe anything else irish way
1164,0,sigh ubank usb died afternoon r i p missed even chance parade around yet
1165,1,photo thelovelybones spy jonas brother demi lovato omg d ahhh yea d movie premire http tumblr com xbbqyxe
1166,0,wossy smashing show tonight love killer wish there gutted shame got cut mid song end
1167,0,velcrshoes great check get work block sims work
1168,1,lovely one waking
1169,0,can t believe peeling one half day sunshine
1170,0,head starting ache again reinstall operating system computer
1171,1,great day mom si really make ya appreciate day
1172,0,turn get go see decemberists
1173,0,irkengir no result salary decrease
1174,0,thirty minute turned three hour oops
1175,1,watching ace cake lost edition omfgggg
1176,0,bwhips good know alone confusion
1177,0,unclecreepy cont bastardized version french fun believe me
1178,1,seantherobot good evening
1179,1,new view window http twitpic com jbx
1180,1,strange reason paranoid sound like u love too aaaaall good
1181,0,chick fil dinner hopefully feel better head eye killing
1182,0,sleepy earlier didnt get see matt
1183,1,missing mother t day happy mother s day
1184,0,therealgiftednj yeah
1185,0,gutted bathroom still free early work going happen need loo
1186,0,writeinink sure talk the fabulous sex part though sorry dear
1187,1,desizntech thanks glad like
1188,0,now conjunctivitis left eye sign something wrong deserve this lol dying people
1189,0,citycynic lol target employee forbid place usually go buy like everything along commenting
1190,1,alright need get sleep actually awake mother day nighty nightzzz good morning twitter friend
1191,1,finally hit friend thanks
1192,0,neil picked show tailights cause heartless hit run
1193,1,tgif gorgeous day reno today stuck inside
1194,0,sitting watching britain s got f talent watched small girl cry sad
1195,1,storm acting excited discussion session regarding social medium scott lake ceo thinksm attending
1196,0,trying fix sister s ipod phoenix tomorrow morning am hopefully actually get play tournament stupid fence
1197,0,jordanknight good day u cheer tweet even tink do lol
1198,1,every mom mommy mother happy mother s day hope something special fun today
1199,1,oh yes happy star war day may fourth you
1200,0,meiko time morning go way across town take pic so sad
1201,1,sevenspiral worry good news good spread
1202,1,laughing reason maybe tired haha maybe go bed night
1203,0,greco trying think that
1204,1,gonna head shower now going friend s birthday party
1205,0,mfarrugia never good platform game
1206,1,ninjen really enjoying drown tear
1207,0,long day office again tiring week
1208,0,well school s finally idk sad miss teacher goodbye mr r mr collister
1209,1,played friendly gm today bulgaria def pt offensively still working timing israel sun gotta cut player
1210,0,wish sun would come out i guess matter since work can t enjoy anyways
1211,1,thanks mom love too
1212,1,going get as gear brekkie make start kitchen woo bbq later good time
1213,1,lopps ohh cute fishing peaceful daughter look focus
1214,0,home alone one left gummy bear
1215,0,hmmm lovely wish now tired can t sleep
1216,0,headache
1217,0,thespencersmith hush stop teasing
1218,1,fredamooncotch turn closed caption read watch animal planet tiime
1219,1,awarded first ever credit card
1220,0,finally friday still grounded till next thursday stereo life lt
1221,0,libbyoliver caught tweet got home time last min itv show bgt tonight miss
1222,0,shit lost star trek ring starfleet academy class ring w golden gate bridge it got high school graduation present
1223,0,scopezum feel way hour sleep still exhausted ahh
1224,0,computer killed combo mirror edge really poor win thermal management c gpu one sad game
1225,0,wow really missin fam ily today baddd
1226,0,shanisfearless gaah rain tomorrow
1227,0,sad really really sad
1228,0,tinytim can t go weekend hour exam next week prevent got uni summerball next sat though good
1229,1,euginis fun last night see you
1230,0,swine flu temperature screening feel like criminal cold
1231,1,ready celebrate weekend oh wait minute
1232,1,petty happy birthday cheer pao
1233,1,happy mother s day everyone
1234,1,there say give excuse sleep bed lol different size would switched her
1235,0,selling drumset sad day
1236,1,scodal yeah saw look like hard work would know whats upp handsome
1237,1,home fam see como tomorrow
1238,1,davidarchie see may
1239,1,monday yayy need get demi lovato ticket sell out
1240,1,can t arsed get bed hello sunshine
1241,1,gps post prom
1242,1,zhayrar lol well thank
1243,0,rec game trying cry the pain much i need him can t lose lt my heart breakingg
1244,1,fever awesome tonsil swollen can t even eat solid food still location picture rule though
1245,0,nice action shot http bit ly mzfx miss working pole
1246,0,way early today work later
1247,1,ilanrubin freaking awesome job tonight seem really lot fun picture wanna send you
1248,0,um k close eye song always make cry bc mom gone lt anyway
1249,0,wish yesterday friday
1250,0,eprussakov ohï¿½ unfortunately
1251,1,dongeronimo dear michael sorce crack up sincerely
1252,0,layin n bed headache ughhhh waitin call
1253,0,working tonight http plurk com p xkbv
1254,1,halfwelshdragon cake sure look good took one ok ummm good tks
1255,1,linehara youuuu re aaass aaass loooool
1256,1,vicki xx o really well u want go gether next yr
1257,1,hellolizzi oh hahah thats ok
1258,1,wearing quot purple passion quot opi absolutely love it
1259,1,massive headache going see terminator tonight
1260,1,drink marc izzy sleepin woot woot
1261,0,can t believe metal gear solid song stolen disappointed http bit ly ykksu
1262,0,really despair whole copyright situation http bit ly ylyi visually impaired mean deserve read sccr
1263,1,merlehenge lost cost total plus nutella like peanut butter mixed chocolatey goodness yumm
1264,1,good morning world another wonderfull day starting breakfst champion kid ofcourse
1265,1,k griffith good atmos decided stay til closing funny
1266,1,jamie good morning one m ore day yay twittertakeover
1267,1,aoibhe well get real clear shot got best could silly people walking admitting er
1268,0,headache nobody keep company want to be a kidd again lt
1269,0,basil highlight day old man lecture greatness telegraph idiot
1270,0,back park sunburnt cant wait totallywiredm night and gonna get smashed bein sober jst wnt b fun
1271,1,photo great night http tumblr com xmopgymj
1272,1,custardcuppcake aussie im hopin sydney less week got visa thursday whoot whoot
1273,1,chrisbrownweb hope ye got dem ur site amazing got everyday tryed own amp failed lol
1274,0,lookin ward work mz n gna b like day weatherwise itl b even worse xo
1275,0,melroze kno im sad evry leavin horrible im supposed b happy summer cant ima miss evry
1276,0,love baby hurt me hurt me more want watch night ruxbury right now
1277,1,finally beautiful sunny day atlanta bad stuck inside working
1278,1,astaldoia definitely something egg yummy
1279,1,great night justine boy westconn people met tonight haha
1280,1,getting ready dayyyyyyyyyyyy hope work go good
1281,0,brento she maybe first mistake everyone cool sqlfool brown nose moment
1282,0,thingsmummysaid result broken condom
1283,0,blkademic sorry hear that sometimes family suck
1284,1,least get watch time let s go pen
1285,0,at amp t cheated system green day ticket damn at amp t
1286,1,kelseyj xo hey chick u alryt u dad tmoro sud sumin aen like last week neva dun oot week lol missed ha bye hun xxx
1287,0,jennjolie yep b automatic u fall someone person or smthng like that way suck
1288,0,syzygy thank
1289,1,bellabkny thanks support kept updating help
1290,1,good time flap a taco daveyboyonline ladylaurali cesyeuxbleus
1291,1,watching pianist dad great movie
1292,0,madison that s get abandoning u miss you
1293,1,joannarobbins spot on i tweet without it thanks share tonight
1294,1,best weekend
1295,0,side seat loner please starbucks there
1296,0,can t chat mitchelmusso since go school http tinyurl com mfdz
1297,0,rest peace marshall
1298,0,woke came realization put much want need drop friend dammit
1299,1,love bank holiday
1300,1,sturday night live
1301,0,cecamy nto good
1302,1,u tweeps forget call mom today
1303,0,lappy charger completely dead conserving what s left battery afford buy new one
1304,1,forsakendaemon hooray
1305,0,keep receiving beautiful pic beach charleymagne office working getting bitter
1306,1,dotmanish dude pestered army personnel mumbai airport let hold much request leave
1307,1,mikeprasad noticed yesterday too i m actually really happy startrek
1308,1,omj qot home party oo a m man tired goodniqht happy mother s day all take care amp god bless
1309,0,sufigirl well that s way start day
1310,0,lonely
1311,0,make want cry grown men discus character child
1312,1,got new frens frm germany mexico n france havin dinner gather nite
1313,1,hope re run nerdprom later sound like lot fun thanks play by play
1314,1,happy mother s day
1315,0,still havent left house yet rediculous really s d p amp t k k
1316,0,schatje ty long tiring day filled expensive plumber work needed calgon hope amp madberry awesome weekend
1317,0,green day performing snl next week sorry made happy still ditzy justin timberlake skit
1318,1,soulsistanindy someone do good morning
1319,1,watching star trek tonight heading lovely dinner fun board game night chrisweis
1320,1,leowolfe haha night man no im sure meet lifetime fact will no doubt it
1321,0,thank u guy much helping follower thing im probably gonna win cause dont follower yet
1322,0,benjamin cook make sad like canada never watch thing move know anyone need roommate
1323,1,jeffsgrippen yeah great always something interesting going
1324,0,sunglass broke
1325,0,joenkobema what s wrong come u pain
1326,0,got bad headache
1327,0,mattyp damp weather
1328,0,work
1329,0,nkeathley tried join chat site would let sign
1330,1,lol kalahari net marketing quot may th you quot
1331,0,fooie yea fun dive a bit scary sometimes fun u like diving
1332,0,fuuuuuuuudgeee burned finger oil hurt
1333,0,little thing always cherish you
1334,0,hate song http blip fm jgf
1335,0,hav follower
1336,1,watching superbad brit
1337,0,graandma s houseee havee leave now lt
1338,0,plan today cleaning washing clothes amp cooking pork dinner weather bit dull hoorah bank hols though
1339,0,moving nothing accessible camera broken kitchen stuff box internet make hard cook blog get brooklyn
1340,1,oh forgot happy star war day may fourth you
1341,0,school today gd dont get see mate n millsy x
1342,0,rolling bed past hour still unable sleep
1343,0,anhhoang sorry posted vid again load me
1344,0,listening hey zulu red n meth sux work right
1345,1,missxmarisa scone afternoon great gonna make cupcake week wednesday
1346,1,demiswissfan yer hope competition doesnt end post video lol really good singer entered
1347,1,happy mother s daaay
1348,1,morning everybody
1349,0,can t wait come home miss bubba bad parent taking canada
1350,0,sick chilling tonight watching desperate housewife
1351,0,inlovewitharmy timeeee mom say something daw tomorrow eh never compelte
1352,1,archiedineros yup stayed end exciting
1353,1,work britad yay
1354,1,laurenmontonen didddd met
1355,0,velmadaria still thinking fkc meal missed yesterday
1356,1,http twitpic com jfa new baby cousin olivia pound inch perfectly adorable
1357,1,millionsbyname jared s wearing green shirt sparkly eye yee hear asylm highly disorganized hang there
1358,1,hey robluketic wow cheer insight ppl look fun oh im stunned it s aweomse robluketic live gt http ustre am wv
1359,0,watched d movie beautiful sad time
1360,0,one random phone call ever god kill now
1361,1,hulantheholy morning
1362,1,birthday awesome on video my daughter opening last gift screaming joy quot my birthday wish came true quot couldn t better
1363,1,greeting happy mother s day
1364,1,sun waking up beautiful day
1365,0,got stuck traffic jam today one sunburned arm
1366,0,lovin clean shaven mr flower look young reminds getting old
1367,1,ok samcarterrules saw u joey thought u looked interesting like thing sanctuarysunday
1368,0,supported thing like n intrested in mom always refused it
1369,1,aaronstewart try drawer horizontal cabinet full non digital fun sec amp finra make job joyful can t hire temp either
1370,0,lovekelsey coming detroit grand rapid october
1371,0,jessicaca yeah know dealin yr
1372,0,allergy suck duck nut lt gt
1373,1,aaah good bye mikee smoked crab
1374,0,busyellebee ur anti understood message sorry left ur vote bnp msg end due space
1375,1,ehh need break gonna pg essay m work going bed now gym morning nightttt
1376,1,realbillbailey cool show last night fit
1377,0,lil kimmeh too miss it i however humpthestump rest life
1378,0,wrote lyric new song exciting i slept full stomach worst feeling waking still feeling full euggh
1379,1,cocotian course do adorable face
1380,1,snl justin timberlake
1381,0,pleeaaasee come sun
1382,0,sick home bored want get better already enjoy college grad
1383,0,bout watch notorious cause that s feelin now wish could eat something can t surgery tomorrow food til saturday
1384,0,abbey marie stick kidd you ll alright there s whole sketchy world waiting taken advantage
1385,0,dannywood btw still can t believe awesome newjabbakidz performance wa u mask i screamed pc
1386,0,can t give blood within year getting tattoo can t give im gutted
1387,1,okneil welcome home wherever may
1388,0,cried eye watching girl last period hahah
1389,1,shashitharoor hope moment inspire political journey back home best
1390,0,sad day office glad friday like get away while poor co worker lost son
1391,1,itsjakey love call chica
1392,1,good morning everyone nice see today hope wonderful funny day
1393,1,http twitpic com jerc view atlas mountain morocco across strait gibraltar took day europa point gib
1394,1,one go jimmy fallon justin timberlake doin gibb bros show snl http blip fm zvd
1395,1,went shopping lil deserve it night town big city norfolk
1396,0,wendica checked win
1397,0,sorry unsociable loading stock shop mum making
1398,0,eoghancasey oh no wish could lay sun garden lol
1399,1,ernalicious raerosero thanks homskis like christmas
1400,0,good day im skint
1401,0,judyrey link work
1402,0,happy mother day going zoo wake oh god noo
1403,1,got school goin cinncinatti wednesday
1404,1,today fun lt meeting boardies acoustic set soo phenomenal
1405,0,iamsuperbianca oh went friend myoh last night ran tarsier pin sad really cute
1406,0,chickwoman im riding high low mood now chore blow
1407,0,teelajbrown know list miss b c conflicting plan go
1408,0,time pack work much time twitter thank follow friday back later
1409,1,stevebrown noo good guy better x
1410,0,finally accepting fact cute guy taken
1411,0,look like another night office lol
1412,0,wrong button music biz building is
1413,0,burnt arm just thought know
1414,1,got rad new t shirt aunt made cool shiny shiny pink material
1415,0,roshnimo yup sad eh betty man betty
1416,1,hello everyone im sitting rocking sam air best classic rock station twitter
1417,0,phew melting stupid fan picked good day stop working
1418,0,novemberlight sometimes fail
1419,0,today last day high school ended going home sick stupid dead rat
1420,1,pink can t wait see december switzerland third rendez vous great show amazing enjoy oz
1421,0,oh god feel like shit
1422,0,nesitajai ur leaving week know dont see u everyday like fact ur city
1423,0,jennafletch freddies cotch ladyhawke here missing bajan beauty
1424,0,well
1425,0,watching killer jr awesome late though cut programme mid song twas favourite too
1426,1,mbrevoort thanks work treat need post xml really though thinking emulate rail activeresource
1427,1,carljohnston
1428,1,snowded nice one
1429,0,need retail therapy bad ahhh gimme money geebus
1430,0,wish still cornwall miss auntie s dog
1431,1,utterhip well catching little piece sharing
1432,0,halestormrocks wish y all unfortunately able make it gotta work nd gig today
1433,1,y weekend karen swansea today
1434,1,um happy star war day btw cheer scruffy looking nerfherders hot ami s there
1435,1,fun night bekah talkin stuff wuv
1436,1,rey mysterio awesome
1437,1,kidcatastrophe cool hear guy can t believe cherry hill week ago missed come back
1438,1,kyspeaks yah footlong sausage mah halal place piggy sausage bigger
1439,0,zeenabobeena im sorry fail
1440,0,thing better left unsaid better know
1441,0,kaliyahpjones lmao thats sad kinda discourages rom goin shit s wack
1442,1,right adrianmw
1443,1,watching quot it take two quot classic lol
1444,1,cheekykerri defo can t wait nice afternoon music
1445,0,selenagomez miss you sad get meet
1446,0,went see dentist can t eat im starving really suck ist s painful
1447,0,heritagesoftail hahaha miss bradddd guy keith
1448,1,sadknob ok happy hear feeling fine
1449,0,watched terminator cried one movie make cry reason arnie dy im lame
1450,1,myucan wahahahaha wanna naaaaa well hapit na guess hahahaha yes know hahahaha lol narn haha joke
1451,0,saniyyah quot my house quot i like club wnt whn la u know going that s tuesday i can t
1452,0,tonyarae rachierach getting dizzy going lower original raise please think less me
1453,1,victory bulldog celebrated white chocolate cheesecake nom nom nom whatta fattyyy
1454,1,early morning am what s up am played w baby outside wow wa s felt great got lonely miss sissy jess
1455,0,another long walk heat hate this
1456,1,xkookie whyyyy hellloooo thx checkin r thing http myloc me gp
1457,0,sad coz hyd theka s dont beer
1458,0,infobunny ouch realising sheltered upbringing wa
1459,0,missed westcott micro apollo
1460,1,alitaluna hey workaholic p lol jus wanted say hiiii i always tell ash invite u say ur always working lol
1461,0,saw dooope bmw series parked top back to bad raining
1462,1,whatswithinu much tune word today thanks
1463,1,spiderdj thank you yes yes hooray
1464,0,ghostexecutive bummer going try make it commitment afraid got way next time hopefully
1465,0,loved johnny carson going hate seeing jay leno go
1466,0,wish london personally witness nun run great idea opening sister act s new broadway show
1467,1,jumping im shower long day work shall feel ahmazing math
1468,0,dangerjoe hey mr danger
1469,1,back school daily show amazing gonna watch later think xd
1470,1,novahalle love everrything breadtalk would eat whole place could
1471,1,curious case benjamin button excited fucking movie
1472,1,prom awesome
1473,0,omg keep losing follower sad want one day thats goal d
1474,1,aphrodaisy thanks making homemade lasagna mum today
1475,0,omfg favourite jerk chicken place closed
1476,0,stupid weather
1477,1,whin park swing victory mine right
1478,1,today another good day less extreme experience anyone fan watching season
1479,0,scottharrison thanks dm atl twestival committee amp really hope public speaking event soon enjoy atl
1480,1,raining gng rain dance
1481,1,waynedastar oh wow thanks wayne
1482,0,macmuso hobart sorry
1483,1,suzyqbee that d awesome think ever blogged about
1484,0,saynerd ericajo grr stupid meebo disconnecting every second
1485,1,vampirefreak haha thanks
1486,0,sitting computer eating grape hailing outside o miss summer
1487,1,good time must sleep lol gym amp dance rehearsal like hour
1488,0,im depressed pretty day everyone either something can t bleh
1489,1,done photo album im good person make quite private now pity ben haha
1490,0,angelicaaa workies dad aw suck working saturday morning study exam
1491,1,laingrithdz thanks lot kind got back nice drive fun car drive nice day
1492,1,woo nacho ice cream haha
1493,1,eating cooky sitting around week now thanks andrea dear
1494,1,happy star war day may th you
1495,1,oliviamunn san diego move here although whether right pretty cold im waiting suck go surf love
1496,1,jordansgirl drag but part come handy hee hee
1497,1,ohmoss curing le hangover epic night bruised n battered hectic go karting session pretty satisfied thank much
1498,0,parent withdrew permission last moment going along tomorrow s sac trip idp camp pakistan idprelief
1499,1,watching f live near montmelï¿½ excited race
1500,1,mooorning friday that s terrific smile up d
1501,1,hilsatlvsonline thanks tip unfortunately major crash http site extplorer
1502,0,two month ago became irrelevant
1503,1,jaybzs hi get try new restos so yea fuunn let s dinner get back
1504,1,mandydean thanks mandy good sister are krikkert may true unfortunately road tire can t say same
1505,0,hick mean
1506,0,accounting class detention
1507,0,oops spent much already lol quid gone
1508,0,best day ever missed him tomorrow
1509,1,rush start true franchise online mode dynasty huge madden online league much
1510,1,got done working nate today got another yippee going vacation next week brave calc own
1511,1,hanging around house thank god friday nina amp missmarissxox later working global project
1512,0,revfry fam would disown u there u really wanted come bbq got weekend mixed
1513,0,computer dy soon much virus virus scanner cant find s
1514,1,good morning want breakfast
1515,1,easytouch let go home
1516,1,beat aye music hall babyy im like cinnamon beat apple apple jack
1517,1,rizzotees lol point laugh
1518,1,heffabella dont know u heeeeeeey name shannn extends hand put er there u from
1519,0,ohhhh sad i didnï¿½t get it
1520,0,still trying get figured out
1521,0,jboo there today sadness
1522,1,im really excited cant wait
1523,1,hoptonhousebnb sorry meaning complain feeling rough heat getting tonight would love visiting india though
